ID,NOMBRE,PROVINCIA,TIPO,ELEV,LAT,LONG,FECHA_INI,FECHA_FIN,OPERADA,LATDD,LONDD,STATUS,URL,UTM_X,UTM_Y,x,y
134-004,El Cope,Coclé,Tipo B Convencional,400,"8° 38' 00""","80° 35' 00""","1/10/1969, 7:00 PM", ,E.T.E.S.A.,8.63333333333,-80.5833333333, ,http://www.hidromet.com.pa/red_nacional.php,545843.0673,954339.952199999,545843.0673000002,954339.9521999992
134-005,La Pintada,Coclé,Tipo C Convencional,60,"8° 35' 00""","80° 27' 00""","1/11/1969, 7:00 PM",1/3/2000,E.T.E.S.A.,8.58333333333,-80.45, ,http://www.hidromet.com.pa/red_nacional.php,560521.1724,948830.5386,560521.1723999996,948830.5385999996
134-008,Sonadora,Coclé,Tipo C Convencional,168,"8° 33' 00""","80° 20' 00""","1/4/1955, 7:00 PM", ,E.T.E.S.A.,8.55,-80.3333333333, ,http://www.hidromet.com.pa/red_nacional.php,573365.8933,945165.487400001,573365.8932999996,945165.4874000009
134-019,Las Huacas de Quije,Coclé,Tipo C Convencional,440,"8° 28' 00""","80° 45' 00""","1/10/1972, 7:00 PM", ,E.T.E.S.A.,8.46666666667,-80.75, ,http://www.hidromet.com.pa/red_nacional.php,527517.6443,935898.005000001,527517.6442999998,935898.0050000008
134-020,Rio Hondo,Coclé,Tipo C Convencional,22,"8° 22' 00""","80° 22' 00""","1/7/1972, 7:00 PM", ,E.T.E.S.A.,8.36666666667,-80.3666666667, ,http://www.hidromet.com.pa/red_nacional.php,569730.4085,924889.862,569730.4084999999,924889.8619999997
134-021,Las Lajas,Coclé,Tipo C Convencional,55,"8° 28' 00""","80° 22' 00""","1/10/1972, 7:00 PM",1/12/1998,E.T.E.S.A.,8.46666666667,-80.3666666667, ,http://www.hidromet.com.pa/red_nacional.php,569712.5197,935945.8958,569712.5197000001,935945.8958
134-022,Puerto Posada,Coclé,Tipo C Convencional,15,"8° 22' 00""","80° 24' 00""","1/7/1972, 7:00 PM", ,E.T.E.S.A.,8.36666666667,-80.4, ,http://www.hidromet.com.pa/red_nacional.php,566060.2541,924884.114,566060.2540999996,924884.1140000001
134-023,Las Sabanas,Coclé,Tipo C Convencional,700,"8° 34' 00""","80° 41' 00""","1/10/1972, 7:00 PM", ,E.T.E.S.A.,8.56666666667,-80.6833333333, ,http://www.hidromet.com.pa/red_nacional.php,534846.6979,946958.9497,534846.6979,946958.9496999998
134-024,Ola,Coclé,Tipo C Convencional,100,"8° 25' 00""","80° 39' 00""","1/6/1974, 7:00 PM", ,E.T.E.S.A.,8.41666666667,-80.65, ,http://www.hidromet.com.pa/red_nacional.php,538529.7722,930378.6928,538529.7721999995,930378.6928000003
134-025,Llano Grande,Coclé,Tipo C Convencional,100,"8° 38' 00""","80° 27' 00""","1/6/1974, 7:00 PM",1/12/1998,E.T.E.S.A.,8.63333333333,-80.45, ,http://www.hidromet.com.pa/red_nacional.php,560513.2295,954358.5294,560513.2295000004,954358.5294000003
134-026,Churuquita Grande,Coclé,Tipo C Convencional,200,"8° 37' 00""","80° 16' 00""","1/3/1977, 7:00 PM",1/3/2000,E.T.E.S.A.,8.61666666667,-80.2666666667, ,http://www.hidromet.com.pa/red_nacional.php,580688.7697,952549.7137,580688.7697000001,952549.7137000002
134-027,Ing. Enrique Ensenat,Coclé,Tipo B Convencional,10,"8° 14' 00""","80° 30' 00""","1/9/1984, 7:00 PM",1/4/1993,Acuicultura(MIDA),8.23333333333,-80.5,Inactive,http://www.mida.gob.pa/,555068.4857,910127.769099999,555068.4857000001,910127.7690999992
134-028,El Cano,Coclé,Tipo B Convencional,150,"8° 25' 00""","80° 31' 00""","1/7/1980, 7:00 PM",1/12/1995,E.T.E.S.A.,8.41666666667,-80.5166666667, ,http://www.hidromet.com.pa/red_nacional.php,553208.0699,930394.317299999,553208.0698999995,930394.3172999993
134-029,El Coco,Coclé,Tipo C Convencional,60,"8° 24' 00""","80° 21' 00""","1/8/1987, 7:00 PM",1/9/1987,E.T.E.S.A.,8.4,-80.35, ,http://www.hidromet.com.pa/red_nacional.php,571559.3984,928578.202500001,571559.3984000003,928578.2025000006
134-031,Se Llano Sanchez,Coclé,Tipo A Automática,40,"8° 11' 41""","80° 41' 53""","4/6/2003, 7:00 PM", ,E.T.E.S.A.,8.19472222222,-80.6980555556, ,http://www.hidromet.com.pa/red_nacional.php,533258.2017,905837.2875,533258.2017000001,905837.2874999996
136-001,El Valle de Anton,Coclé,Tipo A Automática,580,"8° 36' 18""","80° 07' 24""","1/6/1933, 7:00 PM", ,E.T.E.S.A.,8.605,-80.1233333333, ,http://www.hidromet.com.pa/red_nacional.php,596463.7986,951292.963500001,596463.7986000003,951292.9635000005
136-002,Anton,Coclé,Tipo A Convencional,33,"8° 23' 00""","80° 16' 00""","1/7/1969, 7:00 PM", ,E.T.E.S.A.,8.38333333333,-80.2666666667, ,http://www.hidromet.com.pa/red_nacional.php,580737.5778,926751.675899999,580737.5778000001,926751.6758999992
138-001,Santa Clara,Coclé,Tipo C Convencional,37,"8° 24' 00""","80° 07' 00""","12/31/1938, 7:00 PM",1/12/1960,E.T.E.S.A.,8.4,-80.1166666667, ,http://www.hidromet.com.pa/red_nacional.php,597249.0901,928628.421800001,597249.0900999997,928628.4218000006
138-002,Capira,Panamá,Tipo B Convencional,117,"8° 45' 00""","79° 52' 00""","1/10/1969, 7:00 PM",1/7/1979,E.T.E.S.A.,8.75,-79.8666666667, ,http://www.hidromet.com.pa/red_nacional.php,624661.3373,967400.6347,624661.3372999998,967400.6347000003
138-003,El Nance,Panamá,Tipo C Convencional,12,"8° 28' 00""","79° 58' 00""","1/11/1970, 7:00 PM",1/12/1998,E.T.E.S.A.,8.46666666667,-79.9666666667, ,http://www.hidromet.com.pa/red_nacional.php,613745.1875,936040.1963,613745.1875,936040.1963
138-004,Rio Hato,Coclé,Tipo C Convencional,30,"8° 22' 00""","80° 10' 00""","12/31/1992, 7:00 PM", ,E.T.E.S.A.,8.36666666667,-80.1666666667, ,http://www.hidromet.com.pa/red_nacional.php,591751.855,924930.8762,591751.8550000004,924930.8761999998
138-005,Chame,Panamá,Tipo C Convencional,30,"8° 35' 00""","79° 53' 00""","1/11/1970, 7:00 PM", ,E.T.E.S.A.,8.58333333333,-79.8833333333, ,http://www.hidromet.com.pa/red_nacional.php,622881.9876,948965.918400001,622881.9875999996,948965.9184000008
138-006,Sajalices,Panamá,Tipo C Convencional,40,"8° 41' 00""","79° 52' 00""","1/11/1970, 7:00 PM",1/12/1998,E.T.E.S.A.,8.68333333333,-79.8666666667, ,http://www.hidromet.com.pa/red_nacional.php,624683.4385,960028.880100001,624683.4385000002,960028.8801000006
138-007,Playa Coronado,Panamá,Tipo C Convencional,12,"8° 31' 00""","79° 54' 00""","12/31/1964, 7:00 PM",1/12/1971,E.T.E.S.A.,8.51666666667,-79.9, ,http://www.hidromet.com.pa/red_nacional.php,621068.7531,941589.009299999,621068.7531000003,941589.0092999991
138-008,Santa Rita,Coclé,Tipo C Convencional,180,"8° 30' 00""","80° 11' 00""","1/4/1972, 7:00 PM", ,E.T.E.S.A.,8.5,-80.1833333333, ,http://www.hidromet.com.pa/red_nacional.php,589885.8781,939668.9969,589885.8781000003,939668.9968999997
138-009,El Guayabito,Panamá,Tipo C Convencional,220,"8° 33' 00""","80° 01' 00""","1/11/1972, 7:00 PM",1/3/2000,E.T.E.S.A.,8.55,-80.0166666667, ,http://www.hidromet.com.pa/red_nacional.php,608217.4551,945240.1008,608217.4550999999,945240.1008000001
138-010,Sora,Panamá,Tipo C Convencional,500,"8° 37' 00""","80° 00' 00""","1/11/1972, 7:00 PM",1/3/2000,E.T.E.S.A.,8.61666666667,-80, ,http://www.hidromet.com.pa/red_nacional.php,610032.6235,952616.219699999,610032.6234999998,952616.2196999993
138-011,Campana,Panamá,Tipo C Convencional,854,"8° 42' 00""","79° 57' 00""","12/31/1947, 7:00 PM",1/1/1948,E.T.E.S.A.,8.7,-79.95, ,http://www.hidromet.com.pa/red_nacional.php,615509.409,961845.3895,615509.409,961845.3894999996
138-012,La Mitra,Panamá,Tipo C Convencional,60,"8° 50' 00""","79° 47' 00""","1/3/1974, 7:00 PM",1/3/2000,E.T.E.S.A.,8.83333333333,-79.7833333333, ,http://www.hidromet.com.pa/red_nacional.php,633798.9773,976644.230799999,633798.9773000004,976644.2307999991
138-013,Gorgona,Panamá,Tipo C Convencional,5,"8° 33' 00""","79° 53' 00""","1/6/1909, 7:00 PM",1/9/1992,E.T.E.S.A.,8.55,-79.8833333333, ,http://www.hidromet.com.pa/red_nacional.php,622892.6895,945280.089,622892.6895000003,945280.0889999997
138-014,Monte Oscuro,Panamá,Tipo C Convencional,0,"8° 43' 00""","79° 47' 00""","1/11/1979, 7:00 PM",1/4/1982,E.T.E.S.A.,8.71666666667,-79.7833333333, ,http://www.hidromet.com.pa/red_nacional.php,633840.7761,963743.252699999,633840.7761000004,963743.2526999991
138-015,Cerro Chame,Panamá,Tipo B Convencional,160,"8° 34' 00""","79° 50' 00""","1/6/1982, 7:00 PM",1/10/1982,E.T.E.S.A.,8.56666666667,-79.8333333333, ,http://www.hidromet.com.pa/red_nacional.php,628390.4781,947139.339299999,628390.4781,947139.3392999992
138-016,Cerro Campana,Panamá,Tipo A Automática,750,"8° 40' 02""","79° 55' 35""",, ,E.T.E.S.A.,8.66722222222,-79.9263888889, ,http://www.hidromet.com.pa/red_nacional.php,618117.3864,958228.302100001,618117.3864000002,958228.3021000009
140-001,Chorrera,Panamá,Tipo C Convencional,0,"8° 53' 00""","79° 47' 00""",,15/07/2009,E.T.E.S.A.,8.88333333333,-79.7833333333, ,http://www.hidromet.com.pa/red_nacional.php,633780.8947,982173.2447,633780.8947000001,982173.2446999997
140-002,La Polvareda,Panamá,Tipo C Convencional,90,"8° 57' 00""","79° 40' 00""","1/11/1970, 7:00 PM",1/3/1981,E.T.E.S.A.,8.95,-79.6666666667, ,http://www.hidromet.com.pa/red_nacional.php,646584.7263,989589.703,646584.7263000002,989589.7029999997
140-003,Nuevo Emperador,Panamá,Tipo C Convencional,150,"9° 00' 00""","79° 44' 00""","1/11/1970, 7:00 PM",1/3/2000,E.T.E.S.A.,9,-79.7333333333, ,http://www.hidromet.com.pa/red_nacional.php,639235.2434,995092.9705,639235.2434,995092.9704999998
140-004,Fernandez,Panamá,Tipo C Convencional,253,"8° 55' 00""","79° 57' 00""","12/31/1941, 7:00 PM",1/12/1958,E.T.E.S.A.,8.91666666667,-79.95, ,http://www.hidromet.com.pa/red_nacional.php,615442.1702,985803.066400001,615442.1701999996,985803.0664000008
140-005,Caimito,Panamá,Tipo C Convencional,180,"8° 49' 00""","79° 57' 00""","1/4/1970, 7:00 PM", ,E.T.E.S.A.,8.81666666667,-79.95, ,http://www.hidromet.com.pa/red_nacional.php,615473.4075,974745.643999999,615473.4074999997,974745.6439999994
140-006,Se Chorrera,Panamá,Tipo A Automática,0,"8° 53' 00""","79° 47' 00""","2/6/2003, 7:00 PM", ,E.T.E.S.A.,8.88333333333,-79.7833333333, ,http://www.hidromet.com.pa/red_nacional.php,633780.8947,982173.2447,633780.8947000001,982173.2446999997
140-007,El Llano,Panamá,Tipo A Automática,0,"8° 56' 03""","79° 39' 38""",, ,E.T.E.S.A.,8.93416666667,-79.6605555556, ,http://www.hidromet.com.pa/red_nacional.php,647263.0536,987841.1996,647263.0536000002,987841.1995999999
142-001,Universidad de Panama,Panamá,Tipo A Convencional,47,"8° 59' 00""","79° 32' 00""","1/8/1964, 7:00 PM",1/6/1977,Universidad Nacional,8.98333333333,-79.5333333333, , ,661231.4164,993331.838099999,661231.4164000005,993331.8380999994
142-002,Albrook Field,Panamá,Tipo B Mixta,12,"8° 58' 00""","79° 34' 00""","12/31/1936, 7:00 PM",30/04/2003,E.T.E.S.A.,8.96666666667,-79.5666666667, ,http://www.hidromet.com.pa/red_nacional.php,657573.5201,991474.181700001,657573.5201000003,991474.1817000005
142-009,Pueblo Nuevo,Panamá,Tipo C Convencional,50,"9° 00' 00""","79° 31' 00""","1/10/1969, 7:00 PM",1/12/1973,E.T.E.S.A.,9,-79.5166666667, ,http://www.hidromet.com.pa/red_nacional.php,663056.5217,995182.417099999,663056.5217000004,995182.4170999993
142-010,Paitilla,Panamá,Tipo B Convencional,10,"8° 58' 00""","79° 31' 00""","1/10/1969, 7:00 PM",30/05/2000,Aeronautica Civil,8.96666666667,-79.5166666667,Inactive,http://www.aeronautica.gob.pa/,663071.4274,991495.997,663071.4274000004,991495.9969999995
142-011,Bethania,Panamá,Tipo C Convencional,60,"9° 01' 00""","79° 32' 00""","1/5/1970, 7:00 PM",1/4/1973,E.T.E.S.A.,9.01666666667,-79.5333333333, ,http://www.hidromet.com.pa/red_nacional.php,661216.6511,997018.2349,661216.6511000004,997018.2348999996
142-012,Taboga,Panamá,Tipo C Convencional,6,"8° 48' 00""","79° 33' 00""","12/31/1917, 7:00 PM",1/12/1932,E.T.E.S.A.,8.8,-79.55, ,http://www.hidromet.com.pa/red_nacional.php,659478.1903,973049.625299999,659478.1902999999,973049.6252999995
142-019,La Pulida,Panamá,Tipo C Convencional,20,"8° 59' 00""","79° 33' 00""","12/31/1981, 7:00 PM",1/7/1989,E.T.E.S.A.,8.98333333333,-79.55, ,http://www.hidromet.com.pa/red_nacional.php,659398.8644,993324.553200001,659398.8644000003,993324.5532000009
142-020,Hato Pintado,Panamá,Tipo C Convencional,45,"9° 00' 00""","79° 31' 00""","1/6/1987, 7:00 PM", ,E.T.E.S.A.,9,-79.5166666667, ,http://www.hidromet.com.pa/red_nacional.php,663056.5217,995182.417099999,663056.5217000004,995182.4170999993
142-021,Complejo O Tumba Muerto,Panamá,Tipo C Automática,23,"9° 03' 00""","79° 23' 00""","1/3/1997, 7:00 PM",30/09/2002,E.T.E.S.A.,9.05,-79.3833333333, ,http://www.hidromet.com.pa/red_nacional.php,677692.3761,1000774.4496,677692.3761,1000774.4495999999
142-023,Hatillo,Panamá,Tipo C Mixta,22,"8° 58' 00""","79° 32' 00""","12/10/1999, 7:00 PM",30/09/2004,E.T.E.S.A.,8.96666666667,-79.5333333333, ,http://www.hidromet.com.pa/red_nacional.php,661238.7786,991488.642000001,661238.7785999998,991488.6420000009
142-025,Cerro Pelon,Panamá,Tipo A Automática,770,"9° 12' 32""","79° 22' 29""",, ,E.T.E.S.A.,9.20888888889,-79.3747222222, ,http://www.hidromet.com.pa/red_nacional.php,678559.9752,1018351.8596,678559.9752000002,1018351.8596000001
142-026,Sun Tower,Panamá,Tipo A Automática,80,"9° 00' 45""","79° 32' 07""","3/7/2007, 7:00 PM", ,E.T.E.S.A.,9.0125,-79.5352777778, ,http://www.hidromet.com.pa/red_nacional.php,661004.7185,996556.578,661004.7185000004,996556.5779999997
144-001,Tocumen (D.A.C),Panamá,Tipo A Convencional,20,"9° 03' 00""","79° 23' 00""","1/6/1957, 7:00 PM", ,Aeronautica Civil,9.05,-79.3833333333,Active,http://www.aeronautica.gob.pa/,677692.3761,1000774.4496,677692.3761,1000774.4495999999
144-002,Tocumen (E.T.E.S.A.),Panamá,Tipo A Mixta,14,"9° 03' 56""","79° 23' 31""","12/31/1969, 7:00 PM", ,E.T.E.S.A.,9.06555555556,-79.3919444444, ,http://www.hidromet.com.pa/red_nacional.php,676738.0626,1002490.6905,676738.0625999998,1002490.6905000005
144-003,Cerro Azul,Panamá,Tipo C Mixta,660,"9° 10' 00""","79° 25' 00""","1/11/1970, 7:00 PM",1/12/1998,E.T.E.S.A.,9.16666666667,-79.4166666667, ,http://www.hidromet.com.pa/red_nacional.php,673971.2535,1013661.4769,673971.2534999996,1013661.4769000001
144-004,Las Cumbres,Panamá,Tipo C Convencional,200,"9° 05' 00""","79° 32' 00""","1/9/1970, 7:00 PM",1/12/1997,E.T.E.S.A.,9.08333333333,-79.5333333333, ,http://www.hidromet.com.pa/red_nacional.php,661186.9579,1004391.0471,661186.9578999998,1004391.0471000001
146-001,Utive,Panamá,Tipo C Convencional,80,"9° 09' 00""","79° 20' 00""","1/11/1970, 7:00 PM",1/3/2000,E.T.E.S.A.,9.15,-79.3333333333, ,http://www.hidromet.com.pa/red_nacional.php,683138.5792,1011859.488,683138.5791999996,1011859.4879999999
146-002,Loma Bonita,Panamá,Tipo C Convencional,100,"9° 10' 00""","79° 15' 00""","1/11/1974, 7:00 PM", ,E.T.E.S.A.,9.16666666667,-79.25, ,http://www.hidromet.com.pa/red_nacional.php,692289.2012,1013746.3877,692289.2012,1013746.3877000008
146-003,Altos de Pacora,Panamá,Tipo A Automática,850,"9° 14' 44""","79° 20' 59""","1/11/1974, 7:00 PM", ,E.T.E.S.A.,9.24555555556,-79.3497222222, ,http://www.hidromet.com.pa/red_nacional.php,681288.5671,1022419.852,681288.5670999996,1022419.852
146-004,Ingenio Felipillo,Panamá,Tipo B Convencional,12,"9° 04' 00""","79° 18' 00""","1/4/1975, 7:00 PM",1/8/1991,E.T.E.S.A.,9.06666666667,-79.3, ,http://www.hidromet.com.pa/red_nacional.php,686845.6728,1002659.5752,686845.6727999998,1002659.5752000008
146-005,Boca de Pacora,Panamá,Tipo C Convencional,2,"9° 02' 00""","79° 17' 00""","12/31/1975, 7:00 PM",1/7/1986,E.T.E.S.A.,9.03333333333,-79.2833333333, ,http://www.hidromet.com.pa/red_nacional.php,688695.3959,998981.3533,688695.3958999999,998981.3532999996
148-001,Chepo,Panamá,Tipo C Convencional,30,"9° 10' 00""","79° 05' 00""","1/4/1955, 7:00 PM", ,E.T.E.S.A.,9.16666666667,-79.0833333333, ,http://www.hidromet.com.pa/red_nacional.php,710608.7048,1013839.8032,710608.7048000004,1013839.8032000009
148-002,Canita (Isla de Pato),Panamá,Tipo C Convencional,200,"9° 12' 00""","78° 55' 00""","1/9/1962, 7:00 PM",1/5/1971,E.T.E.S.A.,9.2,-78.9166666667, ,http://www.hidromet.com.pa/red_nacional.php,728908.5038,1017629.3334,728908.5038000001,1017629.3333999999
148-003,Maje,Panamá,Tipo B Convencional,100,"9° 07' 00""","78° 49' 00""","1/1/1958, 7:00 PM",1/4/1974,E.T.E.S.A.,9.11666666667,-78.8166666667, ,http://www.hidromet.com.pa/red_nacional.php,739957.0237,1008475.2253,739957.0236999998,1008475.2252999991
148-004,Piria,Panamá,Tipo C Automática,85,"9° 05' 00""","78° 20' 00""","1/1/1963, 7:00 PM", ,E.T.E.S.A.,9.08333333333,-78.3333333333, ,http://www.hidromet.com.pa/red_nacional.php,793137.8282,1005142.8178,793137.8282000003,1005142.8178000003
148-005,Zanja Escondida,Panamá,Tipo C Convencional,75,"9° 13' 00""","78° 32' 00""","1/10/1968, 7:00 PM",1/12/1976,E.T.E.S.A.,9.21666666667,-78.5333333333, ,http://www.hidromet.com.pa/red_nacional.php,771037.8928,1019741.2822,771037.8927999996,1019741.2821999993
148-006,Loma del Naranjo,Panamá,Tipo B Convencional,100,"9° 09' 00""","78° 53' 00""","1/7/1970, 7:00 PM",1/10/1975,E.T.E.S.A.,9.15,-78.8833333333, ,http://www.hidromet.com.pa/red_nacional.php,732605.2184,1012119.2949,732605.2183999997,1012119.2949000001
148-008,Rio Maje,Panamá,Tipo C Convencional,70,"9° 01' 00""","78° 44' 00""","1/11/1970, 7:00 PM", ,E.T.E.S.A.,9.01666666667,-78.7333333333, ,http://www.hidromet.com.pa/red_nacional.php,749189.1869,997467.591499999,749189.1869000001,997467.5914999992
148-009,Canita,Panamá,Tipo C Convencional,29,"9° 12' 00""","78° 55' 00""","1/9/1970, 7:00 PM",1/5/1974,E.T.E.S.A.,9.2,-78.9166666667, ,http://www.hidromet.com.pa/red_nacional.php,728908.5038,1017629.3334,728908.5038000001,1017629.3333999999
148-010,Pueblo Nuevo(Bayano),Panamá,Tipo C Convencional,46,"9° 05' 00""","78° 28' 00""","1/4/1971, 7:00 PM",1/3/1984,E.T.E.S.A.,9.08333333333,-78.4666666667, ,http://www.hidromet.com.pa/red_nacional.php,778471.5544,1005037.6757,778471.5543999998,1005037.6756999996
148-011,Bayano Campamento,Panamá,Tipo C Mixta,80,"9° 11' 00""","78° 53' 12""","1/8/1971, 7:00 PM", ,E.T.E.S.A.,9.18333333333,-78.8866666667, ,http://www.hidromet.com.pa/red_nacional.php,732217.0733,1015804.8136,732217.0733000003,1015804.8136
148-012,Rio Ipeti,Panamá,Tipo C Convencional,60,"8° 59' 00""","78° 31' 00""","1/11/1972, 7:00 PM",1/2/2001,E.T.E.S.A.,8.98333333333,-78.5166666667, ,http://www.hidromet.com.pa/red_nacional.php,773047.4298,993933.954500001,773047.4298,993933.9545000009
148-013,Aguas Claras,Panamá,Tipo C Convencional,40,"9° 14' 00""","78° 43' 00""","1/6/1973, 7:00 PM",1/3/2000,E.T.E.S.A.,9.23333333333,-78.7166666667, ,http://www.hidromet.com.pa/red_nacional.php,750870.7977,1021451.4292,750870.7977,1021451.4291999992
148-014,Tigron,Panamá,Tipo C Mixta,5,"9° 14' 00""","78° 56' 00""","1/9/1973, 7:00 PM",1/5/1975,E.T.E.S.A.,9.23333333333,-78.9333333333, ,http://www.hidromet.com.pa/red_nacional.php,727055.1601,1021306.2959,727055.1601,1021306.2959000003
148-015,Charare,Panamá,Tipo C Convencional,100,"9° 14' 00""","79° 04' 00""","1/11/1974, 7:00 PM",1/3/2000,E.T.E.S.A.,9.23333333333,-79.0666666667, ,http://www.hidromet.com.pa/red_nacional.php,712400.9461,1021224.1843,712400.9461000003,1021224.1842999998
148-016,Tanara,Panamá,Tipo C Convencional,15,"9° 08' 00""","79° 12' 00""","1/4/1975, 7:00 PM",1/12/1998,E.T.E.S.A.,9.13333333333,-79.2, ,http://www.hidromet.com.pa/red_nacional.php,697803.3078,1010086.5097,697803.3077999996,1010086.5097000003
148-017,San Antonio (Pacora),Panamá,Tipo C Convencional,30,"9° 05' 00""","79° 13' 00""","12/31/1975, 7:00 PM",1/8/1989,E.T.E.S.A.,9.08333333333,-79.2166666667, ,http://www.hidromet.com.pa/red_nacional.php,695998.4857,1004546.9581,695998.4857000001,1004546.9581000004
148-018,Rio Chico,Panamá,Tipo C Convencional,0,"9° 02' 00""","79° 12' 00""","12/31/1975, 7:00 PM",1/12/1979,E.T.E.S.A.,9.03333333333,-79.2, ,http://www.hidromet.com.pa/red_nacional.php,697858.1849,999025.5175,697858.1848999998,999025.5175000001
148-019,Boca del Rio Mamoni,Panamá,Tipo C Convencional,10,"9° 07' 00""","79° 04' 00""","12/31/1975, 7:00 PM",1/11/1982,E.T.E.S.A.,9.11666666667,-79.0666666667, ,http://www.hidromet.com.pa/red_nacional.php,712470.4089,1008318.6996,712470.4089000002,1008318.6995999999
148-020,Canita,Panamá,Tipo B Convencional,10,"9° 13' 00""","78° 50' 00""","1/4/1976, 7:00 PM",1/12/1980,E.T.E.S.A.,9.21666666667,-78.8333333333, ,http://www.hidromet.com.pa/red_nacional.php,738057.7712,1019527.5779,738057.7712000003,1019527.5778999999
148-022,Rio Canazas,Panamá,Tipo C Convencional,50,"8° 58' 00""","78° 17' 00""","1/4/1976, 7:00 PM",1/8/1979,E.T.E.S.A.,8.96666666667,-78.2833333333, ,http://www.hidromet.com.pa/red_nacional.php,798734.1801,992271.391899999,798734.1801000005,992271.3918999992
148-023,Torti,Panamá,Tipo A Automática,100,"8° 54' 57""","78° 23' 33""","1/7/1977, 7:00 PM", ,E.T.E.S.A.,8.91583333333,-78.3925, ,http://www.hidromet.com.pa/red_nacional.php,786761.5403,986558.784600001,786761.5403000005,986558.7846000008
148-024,Rio Diablo,Panamá,Tipo B Automática,70,"9° 12' 00""","78° 31' 00""","1/10/1983, 7:00 PM",1/11/1983,E.T.E.S.A.,9.2,-78.5166666667, ,http://www.hidromet.com.pa/red_nacional.php,772883.1221,1017909.6728,772883.1221000003,1017909.6728000008
148-025,Aguas Claras 1,Panamá,Tipo B Automática,64,"9° 14' 00""","78° 41' 00""","1/6/1983, 7:00 PM",1/7/1983,E.T.E.S.A.,9.23333333333,-78.6833333333, ,http://www.hidromet.com.pa/red_nacional.php,754535.0381,1021475.0439,754535.0380999995,1021475.0438999999
148-026,Piria,Panamá,Tipo B Automática,65,"9° 06' 00""","78° 21' 00""","1/7/1983, 7:00 PM",1/3/2004,E.T.E.S.A.,9.1,-78.35, ,http://www.hidromet.com.pa/red_nacional.php,791290.9722,1006973.8952,791290.9721999997,1006973.8951999992
148-027,Presa,Panamá,Tipo B Automática,65,"9° 10' 00""","78° 53' 00""","1/1/1984, 7:00 PM",1/2/1984,E.T.E.S.A.,9.16666666667,-78.8833333333, ,http://www.hidromet.com.pa/red_nacional.php,732594.3717,1013963.1334,732594.3717,1013963.1334000006
148-028,Chichebre,Panamá,Tipo B Convencional,10,"9° 08' 00""","79° 08' 00""","1/2/1981, 7:00 PM",1/12/1995,E.T.E.S.A.,9.13333333333,-79.1333333333, ,http://www.hidromet.com.pa/red_nacional.php,705131.7907,1010123.7445,705131.7906999998,1010123.7445
148-029,Viejo Pedro,Panamá,Tipo C Mixta,10,"9° 14' 00""","78° 49' 00""","1/9/1990, 7:00 PM", ,E.T.E.S.A.,9.23333333333,-78.8166666667, ,http://www.hidromet.com.pa/red_nacional.php,739878.5586,1021382.6438,739878.5586000001,1021382.6437999997
148-030,Alto Maje,Panamá,Tipo C Convencional,80,"8° 58' 00""","78° 42' 00""","1/7/1991, 7:00 PM",31/12/1995,E.T.E.S.A.,8.96666666667,-78.7, ,http://www.hidromet.com.pa/red_nacional.php,752890.3324,991958.3773,752890.3323999997,991958.3772999998
148-031,Maje Tm,Panamá,Tipo B Automática,80,"9° 01' 00""","78° 45' 00""",,14/03/2001,E.T.E.S.A.,9.01666666667,-78.75, ,http://www.hidromet.com.pa/red_nacional.php,747356.0081,997456.261600001,747356.0081000002,997456.2616000008
148-032,Cañazas TM,Panamá,Tipo B Automática,80,"8° 58' 00""","78° 17' 00""","11/10/1996, 7:00 PM",11/11/1996,E.T.E.S.A.,8.96666666667,-78.2833333333, ,http://www.hidromet.com.pa/red_nacional.php,798734.1801,992271.391899999,798734.1801000005,992271.3918999992
150-001,San Miguel,Panamá,Tipo B Convencional,10,"8° 27' 00""","78° 56' 00""","1/1/1973, 7:00 PM",1/12/1998,E.T.E.S.A.,8.45,-78.9333333333, ,http://www.hidromet.com.pa/red_nacional.php,727535.8047,934649.8068,727535.8047000002,934649.8068000004
150-002,Chiman,Panamá,Tipo B Convencional,30,"8° 42' 00""","78° 37' 30""","1/1/1973, 7:00 PM", ,E.T.E.S.A.,8.7,-78.625, ,http://www.hidromet.com.pa/red_nacional.php,761329.136,962504.898700001,761329.1359999999,962504.8987000007
150-003,Pueblo Nuevo de Chinina,Panamá,Tipo C Convencional,5,"8° 59' 00""","79° 01' 00""","12/31/1992, 7:00 PM",1/12/1998,E.T.E.S.A.,8.98333333333,-79.0166666667, ,http://www.hidromet.com.pa/red_nacional.php,718047.7485,993599.0239,718047.7484999998,993599.0239000004
150-004,Isla Contadora,Panamá,Tipo C Mixta,10,"8° 37' 41""","79° 02' 11""",, ,E.T.E.S.A.,8.62805555556,-79.0363888889, ,http://www.hidromet.com.pa/red_nacional.php,716084.9368,954287.0965,716084.9368000003,954287.0965
150-005,San Miguel 2,Panamá,Tipo A Automática,28,"8° 27' 21""","78° 56' 05""","1/10/2006, 7:00 PM", ,E.T.E.S.A.,8.45583333333,-78.9347222222, ,http://www.hidromet.com.pa/red_nacional.php,727379.4063,935294.2981,727379.4062999999,935294.2981000002
152-003,Santa Fe (Interamericana),Darién,Tipo C Convencional,40,"8° 35' 00""","78° 05' 00""","1/3/1973, 7:00 PM",1/3/1977,E.T.E.S.A.,8.58333333333,-78.0833333333, ,http://www.hidromet.com.pa/red_nacional.php,821074.2807,950007.659299999,821074.2807,950007.6592999995
